PremiseID,PremisesName,AltPremisesName,Customer,TenancyUnitShopOrLevel,BuildingType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,SectorComparisonDial,RatingProgressMetricForEnergyWithoutGreenPower,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123WithRenewableElectricity,GHGEmissionsScope123WithoutRenewableElectricity,GHGEmissionsScope123PerM2WithRenewableElectricity,GHGEmissionsScope123PerM2WithoutRenewableElectricity,EnergyIntensity,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,WaterStarRatingValue,WaterStarRatingValueNoRW,RatingProgressMetricForWaterWithoutRecycledWater,RatingProgressMetricForWaterWithRecycledWater,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity,MainRatingAttribute,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,RetailStoreCategory,School_SubSector,School_Remoteness,RatedElectricity,RatedGas,SchoolRatedLPG,GasAndLPG_REI%,RatedDiesel,Diesel_REI%,REIResult_%,REIResult1dp_%,TotalRenewableElectricity_kWh,NonRenewableElectricity_kWh,NonRenewableElectricity_REI%,OnsitePVCapacity_kW,OnsiteRenewableElectricity_kWh,OnsiteRenewableElectricity_REI%,RETandStateTerritoryTargets_kWh,RETandStateTerritorytargets_REI%,GreenPower_kWh,GreenPower_REI%,OtherVoluntaryPurchases_kWh,OtherVoluntaryPurchases_REI%,EmbodiedCarbonStarRating,RatingProgressMetricForEmbodiedCarbon,CarbonIntensityPerM2,TotalEmissionsA1-A5,TotalStoredEmissions_KGCO2e,TotalStoredEmissions_%,TotalOffsetEmissions_KGCO2e,TotalOffsetEmissions_%
P14395,260 BURWOOD RD HAWTHORN,260 BURWOOD RD HAWTHORN,260B PTY LTD & ISAWILL PTY. LTD.,,Office,="260",BURWOOD RD,HAWTHORN,VIC,3122,-37.82239184,145.03242942,OF37411,Energy,Base Building,22/02/2026,4.50,4.50,,4.7,0.00,NO,,,301973.19,350941.81,43.68,50.76,212.00,,,1469058.76,NO,,,,,,,,,,,,,,,,,,,6913.00,,,,,,,408071.88,0.00,,0.00,0.00,0.00,37.00,37.00,195282.88,332660.20,63.00,99.68,119871.20,22.70,75411.68,14.30,0.00,0.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69895,Energy,Base Building,29/04/2026,5.00,5.00,,,0.00,NO,,,865255.12,854921.53,59.30,58.59,361.00,,,,NO,,,,,,,,,,,,,,,,,,,14591.48,0.00,,,,,,1033358.68,1542914.55,,29.30,252.00,0.20,13.00,13.00,190964.70,842394.00,57.50,30.00,0.00,0.00,190964.70,13.00,0.00,0.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69895,Water,Base Building,29/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.00,3.00,,,0.00,NO,13603.100,13603.100,,0.940,,,,,,,,14591.48,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,L13-L14,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69971,Energy,Tenancy,29/04/2026,6.00,5.00,,,100.00,YES,,,0.00,74129.40,0.00,41.68,205.00,,,,NO,,,,,,,,,,,,,,,,,,,1778.40,0.00,,,,,,101547.13,0.00,,0.00,0.00,0.00,100.00,100.00,101547.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101547.10,100.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,L19,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69972,Energy,Tenancy,29/04/2026,4.00,4.00,,,0.00,NO,,,77161.27,76118.55,79.88,78.79,388.00,,,,NO,,,,,,,,,,,,,,,,,,,966.00,0.00,,,,,,104271.99,0.00,,0.00,0.00,0.00,18.00,18.50,19269.50,85002.50,81.50,0.00,0.00,0.00,19269.50,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,L21,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69973,Energy,Tenancy,29/04/2026,5.50,5.50,,,0.00,NO,,,39557.67,39023.10,40.89,40.34,198.00,,,,NO,,,,,,,,,,,,,,,,,,,967.30,0.00,,,,,,53456.31,0.00,,0.00,0.00,0.00,18.00,18.50,9878.70,43577.60,81.50,0.00,0.00,0.00,9878.70,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,LENDLEASE REAL ESTATE INVESTMENT LIMITED,L8,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69970,Energy,Tenancy,29/04/2026,4.00,4.00,,,0.00,NO,,,58892.49,58096.65,62.51,61.66,304.00,,,,NO,,,,,,,,,,,,,,,,,,,942.20,0.00,,,,,,79584.45,0.00,,0.00,0.00,0.00,18.00,18.50,14707.20,64877.20,81.50,0.00,0.00,0.00,14707.20,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,TCorp Direct Investment Fund,,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69092,Waste,Base Building,14/08/2025,,,,,0.00,,1.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,18.00,4.73,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1440,141 Walker Street NORTH SYDNEY,141 Walker Street NORTH SYDNEY,TCorp Direct Investment Fund,,Office,="141",Walker Street,NORTH SYDNEY,NSW,2060,-33.83825134,151.20932743,N69287,Indoor environment,Base Building,11/02/2026,,,,,0.00,,,4.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,55.60,89.80,85.90,0.00,0.00,,,12132.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14406,270 The Parade,270 The Parade,SHAHIN BROTHERS PTY LTD & SHAHIN GROUP PTY LTD,,Office,="270",THE PARADE,KENSINGTON,SA,5068,-34.92138613,138.64163500,OF37627,Energy,Whole Building,04/04/2026,5.50,5.50,,5.9,0.00,NO,,,292746.76,130661.51,64.28,28.69,313.00,,,1425503.56,NO,,,,,,,,,,,,,,,,,,,4554.00,,,,,,,395329.88,0.00,,0.00,60.00,0.20,18.00,18.40,73056.96,322272.92,81.40,99.20,0.00,0.00,73056.96,18.40,0.00,0.00,0.00,0.00,,,,,,,,,
P14408,Nirimba Education Office,Nirimba Education Office,Department of Education,,Office,="27",Colebee Street,Nirimba Fields,NSW,2763,-33.72386414,150.87490633,N71123,Indoor environment,Base Building,09/07/2026,,,,,0.00,,,4.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,40.00,95.60,100.00,0.00,0.00,,,1483.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14408,Nirimba Education Office,Nirimba Education Office,Department of Education,,Office,="27",Colebee Street,Nirimba Fields,NSW,2763,-33.72386414,150.87490633,N71147,Waste,Base Building,01/07/2026,,,,,0.00,,1.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,7.00,2.88,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14408,Nirimba Education Office,Nirimba Education Office,Department of Education,,Office,="27",Colebee Street,Nirimba Fields,NSW,2763,-33.72386414,150.87490633,OF38468,Energy,Whole Building,29/04/2026,5.00,5.00,,5.2,6.00,YES,,,143395.38,152696.29,96.66,102.92,507.00,,,753022.80,NO,,,,,,,,,,,,,,,,,,,1483.53,,,,,,,209173.00,0.00,,0.00,0.00,0.00,24.00,24.50,51205.55,157967.45,75.50,,0.00,0.00,38655.17,18.50,12550.38,6.00,0.00,0.00,,,,,,,,,
P1441,400 King William Street,400 King William Street,REAL I.S.,,Office,="400",King William Street,ADELAIDE,SA,5000,-34.93378400,138.60076050,OF33266,Energy,Base Building,13/11/2025,5.50,5.50,,5.6,0.00,NO,,,577270.88,306571.86,29.05,15.42,189.00,,,3767930.78,NO,,,,,,,,,,,,,,,,,,,19869.10,,,,,,,660241.50,1306913.39,,34.70,2180.00,2.20,12.00,11.80,123069.02,537172.48,51.30,,0.00,0.00,123069.02,11.80,0.00,0.00,0.00,0.00,,,,,,,,,
P1441,400 King William Street,400 King William Street,REAL I.S.,,Office,="400",King William Street,ADELAIDE,SA,5000,-34.93378400,138.60076050,OF33266,Water,Base Building,13/11/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.1,5.1,0.00,NO,6399.470,6399.470,0.320,0.320,,,,,,,,19869.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14415,HomeCo South Nowra,HomeCo South Nowra,HomeCo Daily Needs REIT,,Shopping Centre,="190",PRINCES HWY,SOUTH NOWRA,NSW,2541,-34.91507159,150.60421718,SC31200,Energy,Not applicable,12/08/2025,4.00,4.00,,,0.00,NO,,,263720.98,270571.00,24.03,25.00,112.00,,,1232981.20,NO,,,,,,,,,,,,,,,,,,,10972.40,,,,,,,342494.78,0.00,,0.00,0.00,0.00,26.00,26.30,99134.27,278240.51,73.70,59.80,34880.00,9.20,64254.27,17.00,0.00,0.00,0.00,0.00,,,,,,,,,
P14415,HomeCo South Nowra,HomeCo South Nowra,HomeCo Daily Needs REIT,,Shopping Centre,="190",PRINCES HWY,SOUTH NOWRA,NSW,2541,-34.91507159,150.60421718,SC31200,Water,Not applicable,12/08/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,6.00,6.00,,,0.00,NO,1210.700,1210.700,0.110,0.110,,,,,,,,10972.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1444,Optus Campus,Building A,STOCKLAND TRUST MANAGEMENT LIMITED,,Office,="1",Lyonpark Rd,MACQUARIE PARK,NSW,2113,-33.78430008,151.12128830,N71066,Indoor environment,Base Building,31/07/2026,,,,,0.00,,,4.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,50.90,85.50,91.50,0.00,0.00,,,15080.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1444,Optus Campus,Optus Campus,STOCKLAND PROPERTY MANAGEMENT PTY LTD,,Office,="1",Lyonpark Rd,MACQUARIE PARK,NSW,2113,-33.78430008,151.12128830,OF37924,Energy,Base Building,29/04/2026,5.50,5.50,,5.5,0.00,NO,,,4589164.77,4538717.87,59.31,58.65,399.00,,,30944637.59,NO,,,,,,,,,,,,,,,,,,,77374.83,,,,,,,5044689.37,11477219.20,,37.10,33848.10,4.20,11.00,10.80,932258.60,4112430.77,47.80,,0.00,0.00,932258.60,10.80,0.00,0.00,0.00,0.00,,,,,,,,,
P1444,Optus Campus,Optus Campus,STOCKLAND PROPERTY MANAGEMENT PTY LTD,,Office,="1",Lyonpark Rd,MACQUARIE PARK,NSW,2113,-33.78430008,151.12128830,OF37924,Water,Base Building,29/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.00,5.00,5.0,5.0,0.00,NO,29290.120,29290.120,0.370,0.370,,,,,,,,77374.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14446,101 FLEMINGTON RD MITCHELL,101 FLEMINGTON RD MITCHELL,DIMENSIONAL DEVELOPMENTS AUSTRALIA PTY LTD,,Office,="101",FLEMINGTON RD,MITCHELL,ACT,2911,-35.22083188,149.14446971,OF37280,Energy,Base Building,16/04/2026,5.50,5.50,,5.8,0.00,NO,,,0.00,186235.74,0.00,50.64,249.00,,,918422.85,NO,,,,,,,,,,,,,,,,,,,3677.10,,,,,,,394132.16,0.00,,0.00,0.00,0.00,100.00,100.00,394132.16,0.00,0.00,,139014.70,35.30,255117.46,64.70,0.00,0.00,0.00,0.00,,,,,,,,,
P14447,Robert Marsden Hope Building,Robert Marsden Hope Building,ISPT Pty Ltd and Brisbane City Council,,Office,="2",National Circuit,BARTON,ACT,2600,-35.30557720,149.13387700,N69049,Waste,Base Building,22/10/2025,,,,,0.00,,3.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,39.00,3.22,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14448,Coles Store Support Centre,,The Trust Company (Australia) Limited ATF 81 Stg sub trust,,Office,="800",Toorak Road,Hawthorn East,VIC,3123,-37.84546050,145.04853270,N69679,Indoor environment,Base Building,04/03/2026,,,,,0.00,,,5.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,88.40,94.50,60.60,0.00,0.00,,,38498.40,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14448,Coles Store Support Centre,800 Toorak Road,The Trust Company (Australia) Limited ATF 81 Stg sub trust,,Office,="800",Toorak Road,Hawthorn East,VIC,3123,-37.84546050,145.04853270,OF35071,Energy,Whole Building,28/01/2026,4.50,4.50,,4.5,0.00,NO,,,5226024.20,6000215.29,135.75,155.85,812.00,,,31271585.82,NO,,,,,,,,,,,,,,,,,,,38498.43,,,,,,,6451592.45,7887593.00,,25.20,4100.00,0.50,14.00,13.80,1200038.50,5251553.95,60.50,,0.00,0.00,1200038.50,13.80,0.00,0.00,0.00,0.00,,,,,,,,,
P14448,Coles Store Support Centre,800 Toorak Road,The Trust Company (Australia) Limited ATF 81 Stg sub trust,,Office,="800",Toorak Road,Hawthorn East,VIC,3123,-37.84546050,145.04853270,OF35071,Water,Whole Building,28/01/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,2.50,2.50,2.6,2.6,0.00,NO,28154.620,28154.620,0.730,0.730,,,,,,,,38498.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14462,320 PITT ST SYDNEY,320 PITT ST SYDNEY,The Trust Company (Australia) Ltd,,Office,="320",PITT ST,SYDNEY,NSW,2000,-33.87556324,151.20823168,OF37978,Energy,Base Building,29/04/2026,5.00,5.00,,5.2,0.00,NO,,,1457795.79,1439257.83,52.90,52.22,289.00,,,7974064.72,NO,,,,,,,,,,,,,,,,,,,27559.81,,,,,,,1853795.67,1215480.31,,15.20,2200.00,1.10,15.00,15.50,342581.44,1511214.23,68.20,,0.00,0.00,342581.44,15.50,0.00,0.00,0.00,0.00,,,,,,,,,
P14462,320 PITT ST SYDNEY,320 PITT ST SYDNEY,The Trust Company (Australia) Ltd,,Office,="320",PITT ST,SYDNEY,NSW,2000,-33.87556324,151.20823168,OF37978,Water,Base Building,29/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.9,3.9,0.00,NO,19434.630,19434.630,0.700,0.700,,,,,,,,27559.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14464,Oasis Shopping Centre,Oasis Shopping Centre,Abacus Funds Management Limited,,Shopping Centre,,VICTORIA AV,BROADBEACH,QLD,4218,-28.02932370,153.43228379,SC38481,Energy,Not applicable,20/05/2026,3.50,3.50,,3.7,0.00,NO,,,2294449.31,2728509.00,137.71,164.00,670.00,,,11163072.59,NO,,,,,,,,,,,,,,,,,,,16661.30,,,,,,,3100424.61,0.00,,0.00,40.00,0.00,18.00,18.50,572958.47,2527466.14,81.50,,0.00,0.00,572958.47,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P14464,Oasis Shopping Centre,Oasis Shopping Centre,Abacus Funds Management Limited,,Shopping Centre,,VICTORIA AV,BROADBEACH,QLD,4218,-28.02932370,153.43228379,SC38481,Water,Not applicable,20/05/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,1.50,1.50,1.8,1.8,0.00,NO,43671.870,43671.870,2.620,2.620,,,,,,,,16661.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14469,1 COLLINS ST MELBOURNE,1 COLLINS ST MELBOURNE,Stamoulis Property Group Pty Ltd,,Office,="1",COLLINS ST,MELBOURNE,VIC,3000,-37.81365037,144.97361073,OF37343,Energy,Base Building,14/04/2026,4.00,4.00,,4.3,0.00,NO,,,353151.12,403837.93,47.84,54.70,304.00,,,2246557.97,NO,,,,,,,,,,,,,,,,,,,7381.85,,,,,,,422390.08,717500.29,,31.90,219.00,0.40,13.00,12.50,78057.69,344332.39,55.20,,0.00,0.00,78057.69,12.50,0.00,0.00,0.00,0.00,,,,,,,,,
P14470,Pullman at Sydney Olympic Park,Pullman at Sydney Olympic Park,ADAPT SERVICES PTY LIMITED,,Hotel,="9",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84895093,151.06804062,HT41487,Energy,Not applicable,26/06/2026,3.00,3.00,,3.2,0.00,NO,,,1881319.93,1859172.00,8646.48,8545.00,53865.01,0.000,0.000,11720067.00,NO,,,,,,,,,,,,,,,,,,,217.58,4.00,,,,,,2214785.00,3737191.00,,31.90,250.00,0.10,13.00,12.60,409292.27,1805492.73,55.50,,0.00,0.00,409292.27,12.60,0.00,0.00,0.00,0.00,,,,,,,,,
P14470,Pullman at Sydney Olympic Park,Pullman at Sydney Olympic Park,ADAPT SERVICES PTY LIMITED,,Hotel,="9",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84895093,151.06804062,HT41487,Water,Not applicable,26/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,0.000,0.000,,NO,,4.50,4.50,4.6,4.6,0.00,NO,12540.060,12540.060,57.630,57.630,,,,,,,,217.58,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14471,Novotel SOP,Novotel SOP,ADAPT SERVICES PTY LIMITED,,Hotel,="7",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84917234,151.06856379,HT41478,Energy,Not applicable,26/06/2026,3.00,3.00,,3.3,0.00,NO,,,1733375.70,1712889.00,9794.83,9679.00,60667.88,0.000,0.000,10736304.04,NO,,,,,,,,,,,,,,,,,,,176.96,4.00,,,,,,2048705.00,3355948.04,,31.30,130.00,0.00,13.00,12.70,378600.68,1670104.32,56.00,,0.00,0.00,378600.68,12.70,0.00,0.00,0.00,0.00,,,,,,,,,
P14471,Novotel SOP,Novotel SOP,ADAPT SERVICES PTY LIMITED,,Hotel,="7",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84917234,151.06856379,HT41478,Water,Not applicable,26/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,0.000,0.000,,NO,,4.00,4.00,4.3,4.3,0.00,NO,14296.210,14296.210,80.780,80.780,,,,,,,,176.96,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14472,Ibis SOP,Ibis SOP,ADAPT SERVICES PTY LIMITED,,Hotel,="11",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84814879,151.06748555,HT41485,Energy,Not applicable,27/06/2026,3.50,3.50,,3.9,0.00,NO,,,931541.43,920461.00,6215.50,6142.00,38131.29,0.000,0.000,5714888.41,NO,,,,,,,,,,,,,,,,,,,149.87,3.50,,,,,,1108005.00,1723368.41,,29.60,70.00,0.00,14.00,14.50,234065.32,903245.68,55.90,,29306.00,1.80,204759.32,12.70,0.00,0.00,0.00,0.00,,,,,,,,,
P14472,Ibis SOP,Ibis SOP,ADAPT SERVICES PTY LIMITED,,Hotel,="11",OLYMPIC BVD,SYDNEY OLYMPIC PARK,NSW,2127,-33.84814879,151.06748555,HT41485,Water,Not applicable,27/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,0.000,0.000,,NO,,4.50,4.50,4.7,4.7,0.00,NO,7828.210,7828.210,52.230,52.230,,,,,,,,149.87,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14474,1 CAMBRIDGE ST WEST LEEDERVILLE,1 CAMBRIDGE ST WEST LEEDERVILLE,The Trustee for the Royal Oak Office Unit Trust 1,,Office,="1",CAMBRIDGE ST,WEST LEEDERVILLE,WA,6007,-31.94181518,115.84272244,OF37914,Energy,Whole Building,23/04/2026,5.00,5.00,,5.3,0.00,NO,,,190990.65,178085.87,88.15,82.18,428.00,,,929143.69,NO,,,,,,,,,,,,,,,,,,,2166.76,,,,,,,258095.47,0.00,,0.00,0.00,0.00,18.00,18.50,47696.04,210399.43,81.50,,0.00,0.00,47696.04,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P14474,1 CAMBRIDGE ST WEST LEEDERVILLE,1 CAMBRIDGE ST WEST LEEDERVILLE,The Trustee for the Royal Oak Office Unit Trust 1,,Office,="1",CAMBRIDGE ST,WEST LEEDERVILLE,WA,6007,-31.94181518,115.84272244,OF37914,Water,Whole Building,23/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,5.50,5.6,5.6,0.00,NO,494.000,494.000,0.220,0.220,,,,,,,,2166.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14475,298 MAUDE ST SHEPPARTON,296-298 MAUDE ST SHEPPARTON,Ollies Family Restaurants Pty Ltd as Trustee for the S & M Copulos Family Trust,,Office,="298",MAUDE ST,SHEPPARTON,VIC,3630,-36.38498219,145.39973512,OF38611,Energy,Whole Building,06/05/2026,5.00,5.00,,5.1,0.00,NO,,,85969.06,99909.99,73.57,85.49,357.00,,,418227.87,NO,,,,,,,,,,,,,,,,,,,1168.60,,,,,,,116174.41,0.00,,0.00,0.00,0.00,18.00,18.50,21469.03,94705.38,81.50,,0.00,0.00,21469.03,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P1448,WorldPark,WorldPark,Growthpoint Properties Australia Limited,,Office,="33",Richmond Road,KESWICK TERMINAL,SA,5035,-34.94068590,138.57919870,N69471,Indoor environment,Base Building,19/11/2025,,,,,0.00,,,5.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,89.70,78.90,87.80,0.00,0.00,,,8436.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1448,WorldPark,WorldPark,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,,Office,="33",Richmond Road,KESWICK TERMINAL,SA,5035,-34.94068590,138.57919870,OF32566,Energy,Base Building,23/10/2025,6.00,5.50,,5.5,50.00,YES,,,120370.85,132483.72,14.27,15.70,197.00,,,1669439.60,NO,,,,,,,,,,,,,,,,,,,8436.63,,,,,,,267842.49,696869.04,,41.70,216.00,0.50,40.00,39.70,184064.87,83777.62,18.10,,0.00,0.00,50143.63,10.80,133921.25,28.90,0.00,0.00,,,,,,,,,
P1448,WorldPark,WorldPark,GROWTHPOINT PROPERTIES AUSTRALIA LIMITED,,Office,="33",Richmond Road,KESWICK TERMINAL,SA,5035,-34.94068590,138.57919870,OF32566,Water,Base Building,23/10/2025,,,,,50.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,3123.670,3123.670,0.370,0.370,,,,,,,,8436.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14480,81 MANNING ST TAREE,81 MANNING ST TAREE,The Trustee for Centuria Manning Mall Fund,,Shopping Centre,="81",MANNING ST,TAREE,NSW,2430,-31.90964949,152.46073219,SC37869,Energy,Not applicable,29/04/2026,3.00,3.00,,3.0,0.00,NO,,,369937.38,364953.00,34.51,34.00,168.00,,,1806966.75,NO,,,,,,,,,,,,,,,,,,,10719.99,,,,,,,498418.32,0.00,,0.00,328.00,0.70,18.00,18.40,92107.71,406310.61,80.90,,0.00,0.00,92107.71,18.40,0.00,0.00,0.00,0.00,,,,,,,,,
P14480,81 MANNING ST TAREE,81 MANNING ST TAREE,The Trustee for Centuria Manning Mall Fund,,Shopping Centre,="81",MANNING ST,TAREE,NSW,2430,-31.90964949,152.46073219,SC37869,Water,Not applicable,29/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.8,4.8,0.00,NO,5726.570,5726.570,0.530,0.530,,,,,,,,10719.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14490,Jubilee Place,Jubilee Place,The trustee for The Jubilee Brisbane Trust,,Office,="470",St Pauls Terrace,Fortitude Valley,QLD,4006,-27.45346284,153.03365905,N69941,Waste,Base Building,05/05/2026,,,,,0.00,,3.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,43.00,3.71,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14492,QT Perth,QT Perth,QT Hotels and Resorts Pty Limited,,Hotel,="133",MURRAY ST,PERTH,WA,6000,-31.95386624,115.86099706,HT38626,Energy,Not applicable,14/05/2026,2.50,2.50,,2.5,0.00,NO,,,1826553.54,1719483.00,9936.39,9354.00,65551.21,0.000,0.000,12049930.02,NO,,,,,,,,,,,,,,,,,,,183.82,4.00,,,,,,2141406.04,4327358.28,,35.90,350.00,0.10,12.00,11.80,395731.84,1745674.21,52.20,,0.00,0.00,395731.84,11.80,0.00,0.00,0.00,0.00,,,,,,,,,
P14492,QT Perth,QT Perth,QT Hotels and Resorts Pty Limited,,Hotel,="133",MURRAY ST,PERTH,WA,6000,-31.95386624,115.86099706,HT38626,Water,Not applicable,14/05/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,0.000,0.000,,NO,,2.50,2.50,2.9,2.9,0.00,NO,20420.200,20420.200,111.090,111.090,,,,,,,,183.82,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14495,Rydges Melbourne,Rydges Melbourne,EVT Limited,,Hotel,="186",EXHIBITION ST,MELBOURNE,VIC,3000,-37.81128928,144.97047203,HT31654,Energy,Not applicable,03/11/2025,3.50,3.50,,3.8,0.00,NO,,,3008695.16,3428352.00,8498.02,9683.00,56954.85,0.000,0.000,20164663.34,NO,,,,,,,,,,,,,,,,,,,354.04,4.00,,,,,,3497142.41,7569546.67,,37.50,140.00,0.00,12.00,11.70,653289.13,2843853.28,50.80,1.50,0.00,0.00,653289.13,11.70,0.00,0.00,0.00,0.00,,,,,,,,,
P14495,Rydges Melbourne,Rydges Melbourne,EVT Limited,,Hotel,="186",EXHIBITION ST,MELBOURNE,VIC,3000,-37.81128928,144.97047203,HT31654,Water,Not applicable,03/11/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,0.000,0.000,,NO,,4.50,4.50,4.5,4.5,0.00,NO,26890.000,26890.000,75.950,75.950,,,,,,,,354.04,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
